NDB_No,Shrt_Desc,Water_(g),Energ_Kcal,Protein_(g),Lipid_Tot_(g),Ash_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),Calcium_(mg),Iron_(mg),Magnesium_(mg),Phosphorus_(mg),Potassium_(mg),Sodium_(mg),Zinc_(mg),Copper_mg),Manganese_(mg),Selenium_(µg),Vit_C_(mg),Thiamin_(mg),Riboflavin_(mg),Niacin_(mg),Panto_Acid_mg),Vit_B6_(mg),Folate_Tot_(µg),Folic_Acid_(µg),Food_Folate_(µg),Folate_DFE_(µg),Choline_Tot_ (mg),Vit_B12_(µg),Vit_A_IU,Vit_A_RAE,Retinol_(µg),Alpha_Carot_(µg),Beta_Carot_(µg),Beta_Crypt_(µg),Lycopene_(µg),Lut+Zea_ (µg),Vit_E_(mg),Vit_D_µg,Vit_D_IU,Vit_K_(µg),FA_Sat_(g),FA_Mono_(g),FA_Poly_(g),Cholestrl_(mg),GmWt_1,GmWt_Desc1,GmWt_2,GmWt_Desc2,Refuse_Pct,Based
9219,"TANGERINES,(MANDARIN ORANGES),CND,JUC PK",89.51,37,0.62,0.03,0.28,9.57,0.7,8.87,11,0.27,11,10,133,5,0.51,0.033,0.032,0.4,34.2,0.082,0.029,0.445,0.125,0.042,5,0,5,5,8.9,0,852,43,0,133,193,503,0,163,0.1,0,0,0,0.003,0.005,0.005,0,249,1 cup,,,0,1
9220,"TANGERINES,(MANDARIN ORANGES),CND,LT SYRUP PK",83.06,61,0.45,0.1,0.19,16.19,0.7,15.49,7,0.37,8,10,78,6,0.24,0.044,0.032,0.4,19.8,0.053,0.044,0.445,0.125,0.042,5,0,5,5,6.9,0,840,42,0,131,191,496,0,163,0.1,0,0,0,0.012,0.018,0.02,0,252,1 cup,,,0,1
9221,"TANGERINE JUICE,RAW",88.9,43,0.5,0.2,0.3,10.1,0.2,9.9,18,0.2,8,14,178,1,0.03,0.025,0.037,0.1,31,0.06,0.02,0.1,0.125,0.042,5,0,5,5,6.2,0,253,13,0,14,38,214,0,166,0.13,0,0,0,0.024,0.036,0.04,0,247,1 cup,30.9,1 fl oz,0,1
9223,"TANGERINE JUC,CND,SWTND",87,50,0.5,0.2,0.3,12,0.2,11.8,18,0.2,8,14,178,1,0.03,0.025,0.037,0.1,22,0.06,0.02,0.1,0.125,0.032,5,0,5,5,6,0,253,13,0,14,38,214,0,166,0.15,0,0,0,0.013,0.018,0.025,0,249,1 cup,31.1,1 fl oz,0,1
9226,"PAPAYAS,RAW",88.06,43,0.47,0.26,0.39,10.82,1.7,7.82,20,0.25,21,10,182,8,0.08,0.045,0.04,0.6,60.9,0.023,0.027,0.357,0.191,0.038,37,0,37,37,6.1,0,950,47,0,2,274,589,1828,89,0.3,0,0,2.6,0.081,0.072,0.058,0,145,"1 cup, 1"" pieces",230,"1 cup, mashed",38,1
9228,"PAPAYA,CND,HVY SYRUP,DRND",43.33,206,0.14,0.55,0.15,55.83,1.5,52.2,21,0.29,6,6,67,9,0.05,0.01,0.01,0.4,3.5,0.015,0.015,0.06,0.015,0.015,,,,,,,6,0,,1,3,1,1,4,,,,0.3,0.268,0.076,0.096,,39,1 piece,,,0,1
9229,"PAPAYA NECTAR,CANNED",85.02,57,0.17,0.15,0.15,14.51,0.6,13.91,10,0.34,3,0,31,5,0.15,0.013,0.013,0.3,3,0.006,0.004,0.15,0.054,0.009,2,0,2,2,2,0,361,18,0,0,91,251,0,25,0.24,0,0,0.8,0.047,0.041,0.035,0,250,1 cup,31.2,1 fl oz,0,1
9231,"PASSION-FRUIT,(GRANADILLA),PURPLE,RAW",72.93,97,2.2,0.7,0.8,23.38,10.4,11.2,12,1.6,29,68,348,28,0.1,0.086,,0.6,30,0,0.13,1.5,,0.1,14,0,14,14,7.6,0,1272,64,0,0,743,41,0,0,0.02,0,0,0.7,0.059,0.086,0.411,0,236,1 cup,18,"1 fruit, without refuse",48,1
9232,"PASSION-FRUIT JUC,PURPLE,RAW",85.62,51,0.39,0.05,0.34,13.6,0.2,13.4,4,0.24,17,13,278,6,0.05,0.053,,0.1,29.8,0,0.131,1.46,,0.05,7,0,7,7,4,0,717,36,0,0,419,23,0,0,0.01,0,0,0.4,0.004,0.006,0.029,0,247,1 cup,30.9,1 fl oz,0,1
9233,"PASSION-FRUIT JUC,YEL,RAW",84.21,60,0.67,0.18,0.49,14.45,0.2,14.25,4,0.36,17,25,278,6,0.06,0.05,,0.1,18.2,0,0.101,2.24,,0.06,8,0,8,8,4,0,943,47,0,35,525,47,0,0,0.01,0,0,0.4,0.015,0.022,0.106,0,247,1 cup,30.9,1 fl oz,0,1
9236,"PEACHES,RAW",88.87,39,0.91,0.25,0.43,9.54,1.5,8.39,6,0.25,9,20,190,0,0.17,0.068,0.061,0.1,6.6,0.024,0.031,0.806,0.153,0.025,4,0,4,4,6.1,0,326,16,0,0,162,67,0,91,0.73,0,0,2.6,0.019,0.067,0.086,0,154,"1 cup, slices",130,"1 small,  (2-1/2"" dia)",4,1
9237,"PEACHES,CND,H2O PK,SOL&LIQUIDS",93.13,24,0.44,0.06,0.27,6.11,1.3,4.81,2,0.32,5,10,99,3,0.09,0.054,0.048,0.3,2.9,0.009,0.019,0.521,0.05,0.019,3,0,3,3,4.1,0,532,27,0,1,264,109,0,61,0.49,0,0,1.7,0.006,0.021,0.028,0,244,"1 cup, halves or slices",98,"1 half, with liquid",0,1
9238,"PEACHES,CND,JUC PK,SOL&LIQUIDS",87.49,44,0.63,0.03,0.27,11.57,1.3,10.27,6,0.27,7,17,128,4,0.11,0.05,0.048,0.3,3.6,0.008,0.017,0.582,0.05,0.019,3,0,3,3,4.1,0,381,19,0,1,189,78,0,61,0.49,0,0,1.7,0.004,0.012,0.016,0,250,1 cup,248,"1 cup, halves or slices",0,1
9239,"PEACHES,CND,EX LT SYRUP,SOL&LIQUIDS",88.2,42,0.4,0.1,0.24,11.1,1,,5,0.3,5,11,74,5,0.09,0.05,0.047,,3,0.02,0.02,0.8,0.05,0.019,3,0,3,3,,0,270,14,0,,,,,,,0,0,,0.011,0.036,0.048,0,247,"1 cup, halves or slices",,,0,1
9240,"PEACHES,CND,LT SYRUP PK,SOL&LIQUIDS",84.72,54,0.45,0.03,0.25,14.55,1.3,13.25,3,0.36,5,11,97,5,0.09,0.052,0.046,0.3,2.4,0.009,0.025,0.593,0.05,0.019,3,0,3,3,4.1,0,354,18,0,1,176,73,0,61,0.49,0,0,1.7,0.003,0.012,0.015,0,251,"1 cup, halves or slices",98,"1 half, with liquid",0,1
9241,"PEACHES,CND,HVY SYRUP PK,SOL&LIQUIDS",79.28,74,0.45,0.1,0.24,19.94,1.3,18.64,3,0.27,5,11,92,6,0.09,0.051,0.045,0.3,2.8,0.011,0.024,0.614,0.05,0.019,3,0,3,3,4.1,0,332,17,0,0,165,68,0,61,0.49,0,0,1.7,0.01,0.035,0.047,0,262,1 cup,98,"1 half, with liquid",0,1
9242,"PEACHES,CND,EX HVY SYRUP PK,SOL&LIQUIDS",73.19,96,0.47,0.03,0.25,26.06,1,,3,0.29,5,11,83,8,0.09,0.05,0.044,,1.2,0.011,0.021,0.52,0.05,0.019,3,0,3,3,,0,131,7,0,,,,,,,0,0,,0.003,0.011,0.014,0,262,"1 cup, halves or slices",,,0,1
9243,"PEACHES,SPICED,CND,HVY SYRUP PK,SOL&LIQUIDS",79.2,75,0.41,0.1,0.21,20.08,1.3,18.78,6,0.28,7,9,85,4,0.08,0.098,,0.3,5.3,0.011,0.035,0.537,0.05,0.019,3,0,3,3,4.1,0,317,16,0,0,157,65,0,61,0.49,0,0,1.7,0.011,0.036,0.048,0,242,"1 cup, whole",,,4,1
9244,"PEACHES,DEHYD (LOW-MOISTURE),SULFURED,UNCKD",7.5,325,4.89,1.03,3.39,83.18,,,38,5.51,57,162,1351,10,0.78,0.493,0.413,,10.6,0.039,0.11,4.825,0.522,0.159,7,0,7,7,,0,1417,71,0,,,,,,,0,0,,0.111,0.377,0.498,0,116,1 cup,,,0,1
9245,"PEACHES,DEHYD (LOW-MOISTURE),SULFURED,STWD",62.04,133,2.01,0.42,1.39,34.14,,,16,2.26,23,66,554,4,0.32,0.202,0.17,,6.8,0.008,0.06,2.03,0.356,0.054,3,0,3,3,,0,396,20,0,,,,,,,0,0,,0.045,0.154,0.204,0,242,1 cup,,,0,1
9246,"PEACHES,DRIED,SULFURED,UNCKD",31.8,239,3.61,0.76,2.5,61.33,8.2,41.74,28,4.06,42,119,996,7,0.57,0.364,0.305,0.5,4.8,0.002,0.212,4.375,0.564,0.067,0,0,0,0,12.7,0,2163,108,0,3,1074,444,0,559,0.19,0,0,15.7,0.082,0.278,0.367,0,160,"1 cup,  halves",13,1 half,0,1
9247,"PEACHES,DRIED,SULFURED,STWD,WO/ SUGAR",78.1,77,1.16,0.25,0.8,19.69,2.7,16.99,9,1.31,13,38,320,2,0.18,0.117,0.098,0.2,3.7,0.005,0.021,1.519,0.181,0.038,0,0,0,0,4.1,0,197,10,0,0,98,40,0,180,0.06,0,0,5,0.026,0.089,0.118,0,258,1 cup,,,0,1
9248,"PEACHES,DRIED,SULFURED,STWD,W/ SUGAR",71.38,103,1.06,0.22,0.73,26.6,2.4,,8,1.2,12,35,292,2,0.17,0.107,0.089,0.7,3.4,0.005,0.019,1.388,0.165,0.035,0,0,0,0,,0,180,9,0,,,,,,,0,0,,0.024,0.082,0.108,0,270,1 cup,,,0,1
9250,"PEACHES,FRZ,SLICED,SWTND",74.73,94,0.63,0.13,0.53,23.98,1.8,22.18,3,0.37,5,11,130,6,0.05,0.024,0.029,0.4,94.2,0.013,0.035,0.653,0.132,0.018,3,0,3,3,5.1,0,284,14,0,0,141,58,0,77,0.62,0,0,2.2,0.014,0.048,0.064,0,250,"1 cup, thawed",155,10 slices,0,1
9251,"PEACH NECTAR,CND,WO/ VIT C",85.64,54,0.27,0.02,0.15,13.92,0.6,13.32,5,0.19,4,6,40,7,0.08,0.069,0.019,0.2,5.3,0.003,0.014,0.288,0.068,0.007,1,0,1,1,2.4,0,258,13,0,0,128,53,0,37,0.29,0,0,1,0.002,0.008,0.011,0,249,1 cup,31.1,1 fl oz,0,1
9252,"PEARS,RAW",83.96,57,0.36,0.14,0.32,15.23,3.1,9.75,9,0.18,7,12,116,1,0.1,0.082,0.048,0.1,4.3,0.012,0.026,0.161,0.049,0.029,7,0,7,7,5.1,0,25,1,0,1,14,2,0,44,0.12,0,0,4.4,0.022,0.084,0.094,0,140,"1 cup, slices",161,"1 cup, cubes",10,1
9253,"PEARS,CND,H2O PK,SOL&LIQUIDS",91.81,29,0.19,0.03,0.16,7.81,1.6,6.1,4,0.21,4,7,53,2,0.09,0.051,0.034,0,1,0.008,0.01,0.054,0.022,0.014,1,0,1,1,3.4,0,0,0,0,0,0,0,0,34,0.08,0,0,0.3,0.002,0.006,0.007,0,244,"1 cup,  halves",76,"1 half, with liquid",0,1
9254,"PEARS,CND,JUC PK,SOL&LIQUIDS",86.47,50,0.34,0.07,0.19,12.94,1.6,9.7,9,0.29,7,12,96,4,0.09,0.053,0.034,0,1.6,0.011,0.011,0.2,0.022,0.014,1,0,1,1,3.4,0,6,0,0,0,3,0,0,34,0.08,0,0,0.3,0.004,0.014,0.015,0,248,"1 cup,  halves",76,"1 half, with liquid",0,1
9255,"PEARS,CND,EX LT SYRUP PK,SOL&LIQUIDS",87.3,47,0.3,0.1,0.1,12.2,1.6,,7,0.2,5,7,45,2,0.07,0.07,0.033,,2,0.01,0.02,0.4,0.022,0.014,1,0,1,1,,0,0,0,0,,,,,,,0,0,,0.006,0.021,0.023,0,247,"1 cup,  halves",76,"1 half, with liquid",0,1
9256,"PEARS,CND,LT SYRUP PK,SOL&LIQUIDS",84.46,57,0.19,0.03,0.14,15.17,1.6,12.1,5,0.28,4,7,66,5,0.08,0.049,0.033,0,0.7,0.01,0.016,0.154,0.022,0.014,1,0,1,1,3.4,0,0,0,0,0,0,0,0,34,0.08,0,0,0.3,0.002,0.006,0.007,0,251,"1 cup,  halves",76,"1 half, with liquid",0,1
9257,"PEARS,CND,HVY SYRUP PK,SOL&LIQUIDS",80.35,74,0.2,0.13,0.15,19.17,1.6,15.2,5,0.22,4,7,65,5,0.08,0.049,0.032,0,1.1,0.01,0.022,0.242,0.022,0.014,1,0,1,1,1.9,0,0,0,0,0,0,0,0,34,0.08,0,0,0.3,0.007,0.027,0.03,0,266,1 cup,76,"1 half, with liquid",0,1
9258,"PEARS,CND,EX HVY SYRUP PK,SOL&LIQUIDS",74.28,97,0.19,0.13,0.15,25.25,1.6,,5,0.22,4,7,64,5,0.08,0.048,0.032,,1.1,0.01,0.022,0.238,0.022,0.014,1,0,1,1,,0,0,0,0,,,,,,,0,0,,0.007,0.026,0.03,0,266,"1 cup,  halves",79,"1 half,  with liquid",0,1
9259,"PEARS,DRIED,SULFURED,UNCKD",26.69,262,1.87,0.63,1.11,69.7,7.5,62.2,34,2.1,33,59,533,6,0.39,0.371,0.327,0.2,7,0.008,0.145,1.372,0.153,0.072,0,0,0,0,23,0,3,0,0,0,2,0,0,50,0.06,0,0,20.4,0.035,0.132,0.148,0,180,"1 cup,  halves",18,1 half,0,1
9260,"PEARS,DRIED,SULFURED,STWD,WO/ SUGAR",64.44,127,0.91,0.31,0.54,33.81,6.4,27.41,16,1.02,16,28,258,3,0.19,0.18,0.159,0.1,4,0.004,0.02,0.351,0.074,0.035,0,0,0,0,11.2,0,42,2,0,1,23,3,0,24,0.03,0,0,9.9,0.017,0.064,0.072,0,255,"1 cup,  halves",,,0,1
9261,"PEARS,DRIED,SULFURED,STWD,W/ SUGAR",61.2,140,0.86,0.29,0.51,37.14,5.8,,15,0.97,15,27,245,3,0.18,0.171,0.151,2.4,3.8,0.004,0.019,0.333,0.07,0.033,0,0,0,0,,0,40,2,0,,,,,,,0,0,,0.016,0.061,0.068,0,280,"1 cup,  halves",,,0,1
9262,"PEAR NECTAR,CND,WO/ VIT C",84.01,60,0.11,0.01,0.1,15.76,0.6,15.16,5,0.26,3,3,13,4,0.07,0.067,0.03,0,1.1,0.002,0.013,0.128,0.022,0.014,1,0,1,1,2,0,1,0,0,0,1,0,0,20,0.05,0,0,1.8,0.001,0.003,0.003,0,250,1 cup,31.2,1 fl oz,0,1
9263,"PERSIMMONS,JAPANESE,RAW",80.32,70,0.58,0.19,0.33,18.59,3.6,12.53,8,0.15,9,17,161,1,0.11,0.113,0.355,0.6,7.5,0.03,0.02,0.1,,0.1,8,0,8,8,7.6,0,1627,81,0,0,253,1447,159,834,0.73,0,0,2.6,0.02,0.037,0.043,0,168,"1 fruit,  (2-1/2"" dia)",,,16,1
9264,"PERSIMMONS,JAPANESE,DRIED",23.01,274,1.38,0.59,1.59,73.43,14.5,,25,0.74,31,81,802,2,0.42,0.442,1.39,,0,,0.029,0.18,,,,,,,,0,767,38,0,18,374,156,,,,0,0,,,,,0,34,"1 fruit, without refuse",,,8,1
9265,"PERSIMMONS,NATIVE,RAW",64.4,127,0.8,0.4,0.9,33.5,,,27,2.5,,26,310,1,,,,,66,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,25,"1 fruit, without refuse",,,18,1
9266,"PINEAPPLE,RAW,ALL VAR",86,50,0.54,0.12,0.22,13.12,1.4,9.85,13,0.29,12,8,109,1,0.12,0.11,0.927,0.1,47.8,0.079,0.032,0.5,0.213,0.112,18,0,18,18,5.5,0,58,3,0,0,35,0,0,0,0.02,0,0,0.7,0.009,0.013,0.04,0,165,"1 cup, chunks",905,1 fruit,49,1
9267,"PINEAPPLE,CND,H2O PK,SOL&LIQUIDS",90.82,32,0.43,0.09,0.35,8.3,0.8,7.5,15,0.4,18,4,127,1,0.12,0.105,1.121,0.4,7.7,0.093,0.026,0.298,0.1,0.074,5,0,5,5,3.8,0,38,2,0,0,23,0,0,0,0.01,0,0,0.3,0.006,0.011,0.031,0,246,"1 cup, crushed, sliced, or chunks",47,"1 slice,  or ring (3"" dia) with liquid",0,1
9268,"PINEAPPLE,CND,JUC PK,SOL&LIQUIDS",83.51,60,0.42,0.08,0.3,15.7,0.8,14.45,14,0.28,14,6,122,1,0.1,0.086,1.121,0.4,9.5,0.095,0.019,0.284,0.1,0.074,5,0,5,5,4.8,0,38,2,0,0,23,0,0,0,0.01,0,0,0.3,0.006,0.01,0.029,0,249,"1 cup, crushed, sliced, or chunks",47,"1 slice,  or ring (3"" dia) with liquid",0,1
9269,"PINEAPPLE,CND,LT SYRUP PK,SOL&LIQUIDS",85.73,52,0.36,0.12,0.35,13.45,0.8,12.65,14,0.39,16,7,105,1,0.12,0.103,1.097,0.4,7.5,0.091,0.025,0.292,0.1,0.074,5,0,5,5,3.8,0,38,2,0,0,23,0,0,0,0.01,0,0,0.3,0.009,0.013,0.04,0,252,"1 cup, crushed, sliced, or chunks",48,"1 slice,  or ring (3"" dia) with liquid",0,1
9270,"PINEAPPLE,CND,HVY SYRUP PK,SOL&LIQUIDS",78.99,78,0.35,0.11,0.34,20.2,0.8,16.9,14,0.38,16,7,104,1,0.12,0.101,1.08,0.4,7.4,0.09,0.025,0.287,0.1,0.074,5,0,5,5,3.8,0,14,1,0,0,8,0,0,0,0.01,0,0,0.3,0.009,0.013,0.04,0,254,"1 cup, crushed, sliced, or chunks",49,"1 slice,  or ring (3"" dia) with liquid",0,1
9271,"PINEAPPLE,CND,EX HVY SYRUP PK,SOL&LIQUIDS",77.71,83,0.34,0.11,0.34,21.5,0.8,,14,0.38,15,7,102,1,0.11,0.099,1.062,,7.3,0.089,0.025,0.282,0.1,0.074,5,0,5,5,,0,14,1,0,,,,,,,0,0,,0.009,0.013,0.038,0,260,"1 cup, crushed, sliced, or chunks",,,0,1
9272,"PINEAPPLE,FRZ,CHUNKS,SWTND",77.1,86,0.4,0.1,0.2,22.2,1.1,21.1,9,0.4,10,4,100,2,0.11,0.099,1.062,0.1,8,0.1,0.03,0.3,0.105,0.075,11,0,11,11,4.9,0,30,2,0,0,18,0,0,0,0.02,0,0,0.7,0.007,0.012,0.035,0,245,"1 cup, chunks",,,0,1
9273,"PINEAPPLE JUC,CND OR BTLD,UNSWTND,WO/ ADDED VIT C",86.37,53,0.36,0.12,0.28,12.87,0.2,9.98,13,0.31,12,8,130,2,0.11,0.069,0.504,0.1,10,0.058,0.021,0.199,0.056,0.1,18,0,18,18,3.3,0,5,0,0,0,3,0,0,0,0.02,0,0,0.3,0.008,0.014,0.042,0,250,1 cup,31.3,1 fl oz,0,1
9274,"PINEAPPLE JUC,FRZ CONC,UNSWTND,UNDIL",53.1,179,1.3,0.1,1.2,44.3,0.7,43.6,39,0.9,35,28,472,3,0.4,0.313,3.439,0.4,42,0.23,0.06,0.9,0.43,0.255,37,0,37,37,11.6,0,50,3,0,0,30,0,0,0,0.03,0,0,1,0.007,0.012,0.035,0,216,"1 can,  (6 fl oz)",,,0,1
9275,"PINEAPPLE JUC,FRZ CONC,UNSWTND,DIL W/3 VOLUME H2O",86.6,51,0.4,0.03,0.3,12.67,0.2,12.47,13,0.16,14,9,132,1,0.08,0.045,1.049,0.1,12,0.07,0.02,0.2,0.125,0.074,11,0,11,11,3.3,0,10,1,0,0,6,0,0,0,0.01,0,0,0.3,0.002,0.003,0.01,0,250,1 cup,31.2,1 fl oz,0,1
9276,"PITANGA,(SURINAM-CHERRY),RAW",90.81,33,0.8,0.4,0.5,7.49,,,9,0.2,12,11,103,3,,,,,26.3,0.03,0.04,0.3,,,,,,,,0,1500,75,0,,,,,,,,,,,,,0,173,1 cup,7,"1 fruit, without refuse",12,1
9277,"PLANTAINS,RAW",65.28,122,1.3,0.37,1.17,31.89,2.3,15,3,0.6,37,34,499,4,0.14,0.081,,1.5,18.4,0.052,0.054,0.686,0.26,0.299,22,0,22,22,13.5,0,1127,56,0,438,457,0,0,30,0.14,0,0,0.7,0.143,0.032,0.069,0,148,"1 cup, sliced",179,1 medium,35,1
9278,"PLANTAINS,COOKED",67.3,116,0.79,0.18,0.58,31.15,2.3,14,2,0.58,32,28,465,5,0.13,0.066,,1.4,10.9,0.046,0.052,0.756,0.233,0.24,26,0,26,26,12.7,0,909,45,0,353,369,0,0,28,0.13,0,0,0.7,0.069,0.015,0.033,0,200,"1 cup, mashed",154,"1 cup, slices",0,1
9279,"PLUMS,RAW",87.23,46,0.7,0.28,0.37,11.42,1.4,9.92,6,0.17,7,16,157,0,0.1,0.057,0.052,0,9.5,0.028,0.026,0.417,0.135,0.029,5,0,5,5,1.9,0,345,17,0,0,190,35,0,73,0.26,0,0,6.4,0.017,0.134,0.044,0,165,"1 cup, sliced",66,"1 fruit,  (2-1/8"" dia)",6,1
9281,"PLUMS,CND,PURPLE,H2O PK,SOL&LIQUIDS",88.35,41,0.39,0.01,0.23,11.03,0.9,10.1,7,0.16,5,13,126,1,0.08,0.039,0.033,0,2.7,0.021,0.041,0.37,0.072,0.027,3,0,3,3,1.3,0,914,46,0,0,502,93,0,49,0.18,0,0,4.3,0.001,0.005,0.002,0,249,"1 cup,  pitted",46,"1 plum,  with liquid",5,1
9282,"PLUMS,CND,PURPLE,JUC PK,SOL&LIQUIDS",84.02,58,0.51,0.02,0.3,15.15,0.9,14.22,10,0.34,8,15,154,1,0.11,0.054,0.033,0,2.8,0.023,0.059,0.473,0.072,0.027,3,0,3,3,1.3,0,1009,50,0,0,554,102,0,49,0.18,0,0,4.3,0.002,0.014,0.005,0,252,"1 cup,  pitted",46,"1 plum,  with liquid",5,1
9283,"PLUMS,CND,PURPLE,LT SYRUP PK,SOL&LIQUIDS",83,63,0.37,0.1,0.25,16.28,0.9,15.35,9,0.86,5,13,93,20,0.08,0.038,0.032,0,0.4,0.016,0.039,0.297,0.072,0.027,3,0,3,3,1.3,0,231,12,0,0,127,23,0,49,0.18,0,0,4.3,0.008,0.069,0.023,0,252,"1 cup,  pitted",46,"1 plum,  with liquid",5,1
9284,"PLUMS,CND,PURPLE,HVY SYRUP PK,SOL&LIQUIDS",76.06,89,0.36,0.1,0.24,23.24,0.9,22.31,9,0.84,5,13,91,19,0.07,0.037,0.031,0,0.4,0.016,0.038,0.291,0.072,0.027,3,0,3,3,1.3,0,259,13,0,0,142,26,0,49,0.18,0,0,4.3,0.008,0.066,0.022,0,258,"1 cup,  pitted",46,"1 plum,  with liquid",5,1
9285,"PLUMS,CND,PURPLE,EX HVY SYRUP PK,SOL&LIQUIDS",73,101,0.36,0.1,0.24,26.31,1,,9,0.82,5,12,89,19,0.07,0.036,0.031,,0.4,0.016,0.037,0.285,0.072,0.027,3,0,3,3,,0,254,13,0,,,,,,,0,0,,0.008,0.065,0.021,0,261,"1 cup,  pitted",,,5,1
9286,"POMEGRANATES,RAW",77.93,83,1.67,1.17,0.53,18.7,4,13.67,10,0.3,12,36,236,3,0.35,0.158,0.119,0.5,10.2,0.067,0.053,0.293,0.377,0.075,38,0,38,38,7.6,0,0,0,0,0,0,0,0,0,0.6,0,0,16.4,0.12,0.093,0.079,0,87,".5 cup, arils (seed/juice sacs)",282,"1 pomegranate,  (4"" dia)",44,1
9287,"PRICKLY PEARS,RAW",87.55,41,0.73,0.51,1.64,9.57,3.6,,56,0.3,85,24,220,5,0.12,0.08,,0.6,14,0.014,0.06,0.46,,0.06,6,0,6,6,,0,43,2,0,0,25,3,,,,,,,0.067,0.075,0.213,0,149,1 cup,103,"1 fruit, without refuse",25,1
9288,"PRUNES,CND,HVY SYRUP PK,SOL&LIQUIDS",70.67,105,0.87,0.2,0.46,27.8,3.8,,17,0.41,15,26,226,3,0.19,0.118,0.098,,2.8,0.034,0.122,0.866,0.1,0.203,0,0,0,0,,0,797,40,0,,,,,,,0,0,,0.016,0.13,0.043,0,234,1 cup,86,"5 prunes,  with liquid",12,1
9289,"PRUNES,DEHYD (LOW-MOISTURE),UNCKD",4,339,3.7,0.73,2.5,89.07,,,72,3.52,64,112,1058,5,0.75,0.611,0.312,,0,0.118,0.165,2.995,0.418,0.745,2,0,2,2,,0,1762,88,0,,,,,,,0,0,,0.059,0.483,0.159,0,132,1 cup,,,0,1
9290,"PRUNES,DEHYD (LOW-MOISTURE),STWD",67.99,113,1.23,0.24,0.83,29.7,,,24,1.17,21,37,353,2,0.25,0.204,0.104,,0,0.046,0.03,0.985,0.108,0.191,0,0,0,0,,0,523,26,0,,,,,,,0,0,,0.02,0.161,0.053,0,280,1 cup,,,0,1
9291,"PLUMS,DRIED (PRUNES),UNCKD",30.92,240,2.18,0.38,2.64,63.88,7.1,38.13,43,0.93,41,69,732,2,0.44,0.281,0.299,0.3,0.6,0.051,0.186,1.882,0.422,0.205,4,0,4,4,10.1,0,781,39,0,57,394,93,0,148,0.43,0,0,59.5,0.088,0.053,0.062,0,174,"1 cup, pitted",9.5,"1 prune, pitted",13,1
9292,"PLUMS,DRIED (PRUNES),STWD,WO/ ADDED SUGAR",69.73,107,0.96,0.16,1.16,28.08,3.1,24.98,19,0.41,18,30,321,1,0.19,0.123,0.131,0.1,2.9,0.024,0.1,0.723,0.107,0.218,0,0,0,0,4.4,0,342,17,0,25,173,41,0,65,0.19,0,0,26.1,0.01,0.08,0.026,0,248,"1 cup,  pitted",,,15,1
9293,"PLUMS,DRIED (PRUNES),STWD,W/ ADDED SUGAR",65.08,124,1.09,0.22,0.73,32.88,3.8,,21,1.04,19,33,312,2,0.22,0.18,0.092,1,2.7,0.022,0.093,0.675,0.1,0.203,0,0,0,0,,0,285,14,0,,,,,,,0,0,,0.017,0.142,0.047,0,248,"1 cup,  pitted",,,15,1
9294,"PRUNE JUICE,CANNED",81.24,71,0.61,0.03,0.68,17.45,1,16.45,12,1.18,14,25,276,4,0.21,0.068,0.151,0.6,4.1,0.016,0.07,0.785,0.107,0.218,0,0,0,0,2.7,0,3,0,0,0,2,0,0,40,0.12,0,0,3.4,0.003,0.021,0.007,0,256,1 cup,32,1 fl oz,0,1
9295,"PUMMELO,RAW",89.1,38,0.76,0.04,0.48,9.62,1,,4,0.11,6,17,216,1,0.08,0.048,0.017,,61,0.034,0.027,0.22,,0.036,,,,,,0,8,0,0,0,0,10,,,,,,,,,,0,190,"1 cup, sections",609,"1 fruit, without refuse",44,1
9296,"QUINCES,RAW",83.8,57,0.4,0.1,0.4,15.3,1.9,,11,0.7,8,17,197,4,0.04,0.13,,0.6,15,0.02,0.03,0.2,0.081,0.04,3,0,3,3,,0,40,2,0,,,,,,,,,,0.01,0.036,0.05,0,92,"1 fruit, without refuse",,,39,1
9297,"RAISINS,GOLDEN SEEDLESS",14.97,302,3.39,0.46,1.66,79.52,4,59.19,53,1.79,35,115,746,12,0.32,0.363,0.308,0.7,3.2,0.008,0.191,1.142,0.14,0.323,3,0,3,3,11.1,0,0,0,0,0,0,0,0,0,0.12,0,0,3.5,0.151,0.019,0.135,0,165,"1 cup,  packed",145,"1 cup,  (not packed)",0,1
9298,"RAISINS,SEEDLESS",15.43,299,3.07,0.46,1.85,79.18,3.7,59.19,50,1.88,32,101,749,11,0.22,0.318,0.299,0.6,2.3,0.106,0.125,0.766,0.095,0.174,5,0,5,5,11.1,0,0,0,0,0,0,0,0,0,0.12,0,0,3.5,0.058,0.051,0.037,0,165,"1 cup,  packed",145,"1 cup,  (not packed)",0,1
9299,"RAISINS,SEEDED",16.57,296,2.52,0.54,1.89,78.47,6.8,,28,2.59,30,75,825,28,0.18,0.302,0.267,0.6,5.4,0.112,0.182,1.114,0.045,0.188,3,0,3,3,,0,0,0,0,,,,,,,0,0,,0.178,0.022,0.159,0,165,"1 cup,  packed",145,"1 cup,  (not packed)",0,1
